numero_questao,enunciado,alternativas
104,"O alemão Fritz Haber recebeu o Prêmio Nobel de
química de 1918 pelo desenvolvimento de um processo
viável para a síntese da amônia (NH). Em seu discurso
de premiação, Haber justificou a importância do feito
dizendo que:

“Desde a metade do século passado, tornou-se
conhecido que um suprimento de nitrogênio é uma
necessidade básica para o aumento das safras de
alimentos; entretanto, também se sabia que as plantas
não podem absorver o nitrogênio em sua forma simples,
que é o principal constituinte da atmosfera. Elas precisam
que o nitrogênio seja combinado [...] para poderem
assimilá-lo.

Economias agrícolas basicamente mantêm o balanço
do nitrogênio ligado. No entanto, com o advento da era
industrial, os produtos do solo são levados de onde cresce
a colheita para lugares distantes, onde são consumidos,
fazendo com que o nitrogênio ligado não retorne à terra
da qual foi retirado.

Isso tem gerado a necessidade econômica mundial
de abastecer o solo com nitrogênio ligado. [...] Ademanda
por nitrogênio, tal como a do carvão, indica quão diferente
nosso modo de vida se tornou com relação ao das
pessoas que, com seus próprios corpos, fertilizam o solo
que cultivam.

Desde a metade do último século, nós vínhamos
aproveitando o suprimento de nitrogênio do salitre que
a natureza tinha depositado nos desertos montanhosos
do Chile. Comparando o rápido crescimento da demanda
com a extensão calculada desses depósitos, ficou
claro que em meados do século atual uma emergência
seríssima seria inevitável, a menos que a química
encontrasse uma saída.”

De acordo com os argumentos de Haber, qual fenômeno
teria provocado o desequilíbrio no “balanço do nitrogênio
ligado”?","A: esgotamento das reservas de salitre no Chile.; B: O aumento da exploração de carvão vegetal e carvão
mineral.; C: A redução da fertilidade do solo nas economias
agrícolas.; D: A intensificação no fluxo de pessoas do campo para
as cidades.; E: A necessidade das plantas de absorverem sais de
nitrogênio disponíveis no solo."
105,"A polinização, que viabiliza o transporte do grão de
pólen de uma planta até o estigma de outra, pode ser
realizada biótica ou abioticamente. Nos processos
abióticos, as plantas dependem de fatores como o vento
e a água.

A estratégia evolutiva que resulta em polinização mais
eficiente quando esta depende do vento é o(a)",A: diminuição do cálice.; B: alongamento do ovário.; C: disponibilização do néctar.; D: intensificação da cor das pétalas.; E: aumento do número de estames.
106,"Muitos smartphones e tablets não precisam mais
de teclas, uma vez que todos os comandos podem ser
dados ao se pressionar a própria tela. Inicialmente
essa tecnologia foi proporcionada por meio das telas
resistivas, formadas basicamente por duas camadas de
material condutor transparente que não se encostam até
que alguém as pressione, modificando a resistência total
do circuito de acordo com o ponto onde ocorre o toque.
A imagem é uma simplificação do circuito formado pelas
placas, em que A e B representam pontos onde o circuito
pode ser fechado por meio do toque.

Descrição da imagem:

Circuito elétrico composto por dois ramos
ligados em paralelo, conectados a uma fonte de
tensão. Cada ramo possui dois resistores iguais de
resistência 4 quilo-ohms. Entre os resistores de cada
ramo existe uma chave A que, quando fechada,
conecta os dois ramos (na figura, esta chave está
aberta). Após os resistores de cada ramo existe
uma chave B que, quando fechada, conecta os dois
ramos (na figura, esta chave também está aberta).

Qual é a resistência equivalente no circuito provocada por
um toque que fecha o circuito no ponto A?",A: Um vírgula três quilo-ohm; B: Quatro vírgula zero quilo-ohms; C: Seis vírgula zero quilo-ohms; D: Seis vírgula sete quilo-ohms; E: Doze vírgula zero quilo-ohms;
107,"Companhias que fabricam jeans usam cloro para
o clareamento, seguido de lavagem. Algumas estão
substituindo o cloro por substâncias ambientalmente mais
seguras como peróxidos, que podem ser degradados
por enzimas chamadas peroxidases. Pensando nisso,
pesquisadores codificadores de
peroxidases em leveduras cultivadas nas condições de

clareamento e lavagem dos jeans e selecionaram as

inseriram genes

sobreviventes para produção dessas enzimas.

Nesse caso, o uso dessas leveduras modificadas objetiva","A: reduzir a quantidade de resíduos tóxicos nos efluentes
da lavagem.; B: eliminar a necessidade de tratamento da água
consumida.; C: elevar a capacidade de clareamento dos jeans.; D: aumentar a resistência do jeans a peróxidos.; E: associar ação bactericida ao clareamento."
108,"Química na saúde

Por meio de
carboidratos, lipídeos e proteínas, nossas células obtêm
energia e produzem gás carbônico e água. A oxidação da
glicose no organismo humano libera energia, conforme

reações químicas que envolvem

ilustra a equação química, sendo que aproximadamente
40 por cento dela é disponibilizada para atividade muscular.

Descrição da equação química:

Os reagentes fórmula química da glicose (sólido) mais 6 fórmula química do gás oxigênio (gasoso)
formam os produtos 6 fórmula química do gás carbônico (gasoso) mais 6 fórmula química da água
(líquido). Variação de entalpia igual a —2 800 quilojoules.

Considere as massas molares (em grama por mol):
H igual a 1; C igual a 12; O igual a 16.
Na oxidação de 1,0 grama de glicose, a energia obtida
para atividade muscular, em quilojoule, é mais próxima de",A: Seis vírgula dois; B: Quinze vírgula seis; C: Setenta vírgula zero; D: Seiscentos e vinte e dois vírgula dois; E: Mil cento e vinte vírgula zero;
109,"Alguns peixes, como o poraquê, a enguia-elétrica da
Amazônia, podem produzir uma corrente elétrica quando
se encontram em perigo. Um poraquê de 1 metro de
comprimento, em perigo, produz uma corrente em torno
de 2 ampéres e uma voltagem de 600 volts.

O quadro apresenta a potência aproximada de
equipamentos elétricos.

Descrição do quadro:

Quadro com alguns equipamentos elétricos e
seus valores de potência aproximada em watt.

Exaustor: 150.

Computador: 300.

Aspirador de pó: 600.
Churrasqueira elétrica: 1 200.
Secadora de roupas: 3 600.

O equipamento elétrico que tem potência similar àquela
produzida por esse peixe em perigo é o(a)",A: exaustor.; B: computador.; C: aspirador de pó.; D: churrasqueira elétrica.; E: secadora de roupas.
110,"Ao pesquisar um resistor feito de um novo tipo
de material, um cientista observou o comportamento
mostrado no gráfico tensão versus corrente.

Descrição do gráfico:

A escala de tensão varia de O volt a 120 volts,
enquanto a escala de corrente varia de O ampére a 7
ampéres. O gráfico é uma curva contínua e crescente
com uma leve concavidade voltada para cima partindo
do ponto (0, 0) e chegando ao ponto (7, 120).

Após a análise do gráfico, ele concluiu que a tensão
em função da corrente é dada pela equação: Tensão
é igual a 10 vezes o valor da corrente mais o valor da
corrente elevado ao quadrado.

O gráfico da resistência elétrica do resistor em função da
corrente é","A: Descrição do gráfico:

Gráfico de linha. No eixo horizontal, a corrente elétrica, de zero a sete ampéres. No eixo vertical, a resistência, de zero a vinte ohms. Do ponto (zero, dez) parte uma linha reta horizontal para o ponto (sete, dez).; B: Descrição do gráfico:

Gráfico de linha. No eixo horizontal, a corrente elétrica, de zero a sete ampéres. No eixo vertical, a resistência, de dez a trinta ohms. Do ponto (zero, dezessete) parte uma linha reta horizontal para o ponto (sete, dezessete).; C: Descrição do gráfico:

Gráfico de linha. No eixo horizontal, a corrente elétrica, de zero a sete ampéres. No eixo vertical, a resistência, de zero a oito ohms. Do ponto (zero, zero) parte uma linha reta em diagonal crescente para o ponto (sete, sete).; D: Descrição do gráfico:

Gráfico de linha. No eixo horizontal, a corrente elétrica, de zero a sete ampéres. No eixo vertical, a resistência, de oito a dezoito ohms. Do ponto (zero, dez) parte uma linha reta em diagonal crescente para o ponto (sete, dezessete).; E: Descrição do gráfico:

Gráfico de linha. No eixo horizontal, a corrente elétrica, de zero a sete ampéres. No eixo vertical, a resistência, de zero a sessenta ohms. Do ponto (zero, dez) parte uma linha curva crescente, com concavidade voltada para cima, para o ponto (sete, sessenta)."
111,"Nas indústrias é muito comum o uso de equipamentos
de medição do pH, aparelhos que indicam a molaridade do
fon hidrônio (H,0*). Em soluções diluídas, tratadas como
ideais, a atividade do fon hidrônio é igual à molaridade
desse íon. Para assegurar a precisão desses aparelhos,
deve-se calibrá-los com soluções-tampão de pH 4, pH 7
e pH 10.

Na calibração desse medidor, a solução-tampão de menor
pH apresenta","A: molaridade do íon hidrônio igual a 4.; B: O elevada concentração de íons OH” livres.; C: caráter neutro com carência de íons hidrônio.; D: concentração de íons hidrônio superior à de íons OH”.; E: aspecto básico com excesso de íons hidrônio em
solução."
112,"Um estudante relatou que o mapeamento do DNA da
cevada foi quase todo concluído e seu código genético
desvendado. Chamou atenção para o número de genes
que compõem esse código genético e que a semente da
cevada, apesar de pequena, possui um genoma mais
complexo que o humano, sendo boa parte desse código
constituída de sequências repetidas. Nesse contexto,
o conceito de código genético está abordado de forma
equivocada.

Cientificamente esse conceito é definido como","A: trincas de nucleotídeos que codificam os aminoácidos.; B: localização de todos os genes encontrados em um
genoma.; C: codificação de sequências repetidas presentes em
um genoma.; D: conjunto de todos os RNAs mensageiros transcritos
em um organismo.; E: todas as sequências de pares de bases presentes em
um organismo."
113,"As fontes de energia podem ser classificadas de
acordo com a origem do recurso e sua capacidade de
reposição natural. Apesar de o Brasil ser rico em matrizes
energéticas, episódios como os apagões, em alguns
estados, e a seca nos reservatórios de hidrelétricas
retomaram a discussão sobre a opção de se produzir:
i) energia limpa, ii) de baixo impacto ambiental e de
contaminação e iii) independente da ação humana para
se renovar.

Uma fonte de energia que atende aos três critérios
mencionados é a",A: fóssil.; B: eólica.; C: hídrica.; D: nuclear.; E: biomassa.
114,"O nível metabólico de uma célula pode ser determinado
pela taxa de síntese de RNAs e proteínas, processos
dependentes de energia. Essa diferença na taxa de

síntese de biomoléculas é refletida na abundância e
características morfológicas dos componentes celulares.
Em uma empresa de produção de hormônios proteicos
a partir do cultivo de células animais, um pesquisador
deseja selecionar uma linhagem com o metabolismo de
síntese mais elevado, dentre as cinco esquematizadas
na figura.

Descrição da figura:

Legenda que serve de referência para as demais
imagens, com uma membrana plasmática, na
qual estão representadas as seguintes estruturas:
Mitocôndria, Retículo endoplasmático rugoso,
Nucléolo, Eucromatina e Heterocromatina.

Abaixo da legenda há 5 linhagens, numeradas de
| a V, todas de mesmo tamanho, descritas a seguir:

Il. Duas mitocôndrias, uma unidade de retículo
endoplasmático rugoso, um núcleo pequeno com
nucléolo pequeno, eucromatina e grande quantidade
de heterocromatina.

Il. Quatro mitocôndrias, duas unidades de retículo
endoplasmático rugoso, um núcleo grande com um
nucléolo grande, eucromatina e quantidade média de
heterocromatina.

III. Quatro mitocôndrias, duas unidades de retículo
endoplasmático rugoso, um núcleo pequeno com um
nucléolo pequeno, eucromatina e grande quantidade
de heterocromatina.

IV. Quatro mitocôndrias, quatro unidades de
retículo endoplasmático rugoso, um núcleo grande
com um nucléolo grande, eucromatina e quantidade
pequena de heterocromatina.

V. Duas mitocôndrias, uma unidade de retículo
endoplasmático rugoso, um núcleo grande com um
nucléolo pequeno, eucromatina e quantidade média
de heterocromatina.

Qual linhagem deve ser escolhida pelo pesquisador?",A: I; B: II; C: III; D: IV; E: V
115,"O deserto é um bioma que se localiza em regiões de
pouca umidade. A fauna é, predominantemente, composta
por animais roedores, aves, répteis e artrópodes.

Uma adaptação, associada a esse bioma, presente nos
seres vivos dos grupos citados é o(a)","A: existência de numerosas glândulas sudoríparas na
epiderme.; B: eliminação de excretas nitrogenadas de forma
concentrada.; C: desenvolvimento do embrião no interior de ovo com casca.; D: capacidade de controlar a temperatura corporal.; E: respiração realizada por pulmões foliáceos."
116,"O sulfeto de mercúrio(Il) foi usado como pigmento
vermelho para pinturas de quadros e murais.
Esse pigmento, conhecido como vermilion, escurece
com o passar dos anos, fenômeno cuja origem é alvo
de pesquisas. Aventou-se a hipótese de que o vermilion
seja decomposto sob a ação da luz, produzindo uma fina
camada de mercúrio metálico na superfície. Essa reação
seria catalisada por íon cloreto presente na umidade do ar.

Segundo a hipótese proposta, o íon cloreto atua na
decomposição fotoguímica do vermilion",A: reagindo como agente oxidante.; B: deslocando o equilíbrio químico.; C: diminuindo a energia de ativação.; D: precipitando cloreto de mercúrio.; E: absorvendo a energia da luz visível.
117,"O sonorizador é um dispositivo físico implantado
sobre a superfície de uma rodovia de modo que provoque
uma trepidação e ruído quando da passagem de um
veículo sobre ele, alertando para uma situação atípica à
frente, como obras, pedágios ou travessia de pedestres.
Ao passar sobre os sonorizadores, a suspensão do veículo
sofre vibrações que produzem ondas sonoras, resultando em
um barulho peculiar.

Considere um veículo que passe com velocidade
constante igual a 108 quilômetros por hora sobre um
sonorizador cujas faixas são separadas por uma distância
de 8 centímetros.

A frequência da vibração do automóvel percebida pelo
condutor durante a passagem nesse sonorizador é mais
próxima de",A: Oito vírgula seis hertz; B: Treze vírgula cinco hertz; C: Trezentos e setenta e cinco hertz; D: Mil trezentos e cinquenta hertz; E: Quatro mil oitocentos e sessenta hertz
118,"As pessoas que utilizam objetos cujo princípio de
funcionamento é o mesmo do das alavancas aplicam
uma força, chamada de força potente, em um dado
ponto da barra, para superar ou equilibrar uma segunda
força, chamada de resistente, em outro ponto da barra.
Por causa das diferentes distâncias entre os pontos de
aplicação das forças, potente e resistente, os seus efeitos
também são diferentes. A figura mostra alguns exemplos
desses objetos.

Descrição da figura:

A figura contém as imagens de cinco objetos:
pinça, alicate, quebra-nozes, carrinho de mão e
abridor de garrafa.

Em qual dos objetos a força potente é maior que a força
resistente?",A: Pinça.; B: Alicate.; C: Quebra-nozes.; D: Carrinho de mão.; E: Abridor de garrafa.
119,"Na mitologia grega, Nióbia era a filha de Tântalo, dois
personagens conhecidos pelo sofrimento. O elemento
químico de número atômico (Z) igual a 41 tem propriedades
químicas e físicas tão parecidas com as do elemento de
número atômico 73 que chegaram a ser confundidos.
Por isso, em homenagem a esses dois personagens
da mitologia grega, foi conferido a esses elementos os
nomes de nióbio (Z igual a 41) e tântalo (Z igual a 73).
Esses dois elementos químicos adquiriram grande
importância econômica na metalurgia, na produção de
supercondutores e em outras aplicações na indústria de
ponta, exatamente pelas propriedades químicas e físicas
comuns aos dois.

Aimportância econômica e tecnológica desses elementos,
pela similaridade de suas propriedades químicas e físicas,
deve-se a","A: terem elétrons no subnível f.; B: serem elementos de transição interna.; C: pertencerem ao mesmo grupo na tabela periódica.; D: terem seus elétrons mais externos nos níveis 4 e 5,
respectivamente.; E: estarem localizados na família dos alcalinos terrosos
e alcalinos, respectivamente."
120,"A investigação de alterações morfológicas que
ocorrem em macrófitas aquáticas presentes em lagoas
indicou uma redução na cutícula desses vegetais
associada à permanência em água doce.

Qual é a função adaptativa dessa característica
morfológica?","A: Ampliar a captação de luz solar.; B: Possibilitar a flutuação do vegetal.; C: Melhorar a captação de nutrientes.; D: 
Facilitar as trocas de gases respiratórios.; E: Aumentar a captação de seiva bruta pelo vegetal."
121,"O cruzamento de duas espécies da família das
Anonáceas, a cherimoia (Annona cherimola) com a
fruta-pinha (Annona squamosa), resultou em uma planta
híbrida denominada de atemoia. Recomenda-se que o
seu plantio seja por meio de enxertia.

Um dos benefícios dessa forma de plantio é a",A: ampliação da variabilidade genética.; B: produção de frutos das duas espécies.; C: manutenção do genótipo da planta híbrida.; D: reprodução de clones das plantas parentais.; E: modificação do genoma decorrente da transgenia.
122,"O processo de obtenção de energia elétrica está
passando por grandes discussões em países como
Estados Unidos, Alemanha e Japão após o acidente
ocorrido na usina de Fukushima em 2011, pois eles
possuem sua matriz energética fortemente baseada na
utilização de energia nuclear. Esta fonte energética, não
renovável, é obtida pela energia liberada de núcleos
atômicos de elementos químicos radiativos, como o
urânio, que se partem durante um processo de reação
em cadeia controlada que ocorre no interior de um reator
nuclear. A energia liberada é absorvida pela água, que
vaporizada movimenta um gerador elétrico.

Para o processo de obtenção de energia apresentado, o
processo físico, no interior do reator, é conhecido como",A: fusão.; B: fissão.; C: transmutação.; D: ionização.; E: aniquilação.
123,"A utilização de extratos de origem natural tem
recebido a atenção de pesquisadores em todo o mundo,
principalmente nos países em desenvolvimento que
são altamente acometidos por doenças infecciosas e
parasitárias. Um bom exemplo dessa utilização são os
produtos de origem botânica que combatem insetos.

O uso desses produtos pode auxiliar no controle da",A: esquistossomose.; B: leptospirose.; C: leisnmaniose.; D: hanseníase.; E: aids.; 
124,"Nos manuais de instalação de equipamentos de som há o alerta aos usuários para que observem a correta
polaridade dos fios ao realizarem as conexões das caixas de som. As figuras ilustram o esquema de conexão das
caixas de som de um equipamento de som mono, no qual os alto-falantes emitem as mesmas ondas. No primeiro
caso, a ligação obedece às especificações do fabricante e no segundo mostra uma ligação na qual a polaridade está
invertida.

Descrição das figuras:

As figuras apresentam dois esquemas de ligação de um equipamento de som com duas conexões, sendo uma
para o alto-falante esquerdo (E) e a outra para o alto-falante direito (D). Cada conexão possui um polo positivo e
outro negativo.

O primeiro esquema, denominado polaridade correta, apresenta fios ligando os polos positivo com positivo e
negativo com negativo das conexões do equipamento com cada alto-falante.

No segundo esquema, denominado polaridade invertida, o alto-falante da esquerda está ligado conforme
a primeira imagem, enquanto o alto-falante da direita apresenta o polo positivo ligado ao polo negativo do
equipamento, bem como o polo negativo ligado ao polo positivo do equipamento.

O que ocorre com os alto-falantes E e D se forem conectados de acordo com o segundo esquema?","A: alto-falante E funciona normalmente e o D entra em curto-circuito e não emite som.; B: alto-falante E emite ondas sonoras com frequências ligeiramente diferentes do alto-falante D provocando o
fenômeno de batimento.; C: alto-falante E emite ondas sonoras com frequências e fases diferentes do alto-falante D provocando o fenômeno
conhecido como ruído.; D: alto-falante E emite ondas sonoras que apresentam um lapso de tempo em relação às emitidas pelo alto-falante D
provocando o fenômeno de reverberação.; E: alto-falante E emite ondas sonoras em oposição de fase às emitidas pelo alto-falante D provocando o fenômeno
de interferência destrutiva nos pontos equidistantes aos alto-falantes."
125,"As pilhas de Bagdá

Em 1938 o arqueólogo alemão Wilhelm Kônig, diretor do Museu Nacional do Iraque, encontrou um objeto estranho
na coleção da instituição, que poderia ter sido usado como uma pilha, similar às utilizadas em nossos dias. A suposta
pilha, datada de cerca de 200 anos antes de Cristo, é constituída de um pequeno vaso de barro (argila) no qual foram
instalados um tubo de cobre, uma barra de ferro (aparentemente corroída por ácido) e uma tampa de betume (asfalto),
conforme ilustrado. Considere que os potenciais-padrão de redução do ferro (Fe de carga 2+ para Fe), do hidrogênio
(H de carga positiva para H.) e do cobre (Cu de carga 2+ para Cu) são, respectivamente, iguais a —0,44 volt, 0,00 volt
e +0,34 volt.

Descrição da imagem:

Um vaso de barro bojudo, de gargalo estreito na parte superior. Nesse gargalo está inserido um tubo de cobre.
Dentro do tubo há uma barra de ferro que não está em contato com o cobre. Ambos estão fixados com uma tampa
de betume. Tanto o tubo quanto a barra se alongam até um pouco abaixo da metade do vaso. Entre as paredes do
vaso e o tubo de cobre há a indicação de vestígios de ácido.

Nessa suposta pilha, qual dos componentes atuaria como cátodo?",A: tampa de betume.; B: vestígio de ácido.; C: barra de ferro.; D: tubo de cobre.; E: vaso de barro.
126,"Anabolismo e catabolismo são processos celulares
antagônicos, que são controlados principalmente pela
ação hormonal. Por exemplo, no fígado a insulina atua
como um hormônio com ação anabólica, enquanto o
glucagon tem ação catabólica e ambos são secretados
em resposta ao nível de glicose sanguínea.

Em caso de um indivíduo com hipoglicemia, o hormônio
citado que atua no catabolismo induzirá o organismo a",A: realizar a fermentação lática.; B: metabolizar aerobicamente a glicose.; C: produzir aminoácidos a partir de ácidos graxos.; D: transformar ácidos graxos em glicogênio.; E: estimular a utilização do glicogênio.
