numero_questao,enunciado,alternativas
56,"A obtenção de sistemas coloidais estáveis depende 
das interações entre as partículas dispersas e o meio 
onde se encontram. Em um sistema coloidal aquoso, 
cujas partículas são hidrofílicas, a adição de um solvente 
orgânico miscível em água, como etanol, desestabiliza 
o coloide, podendo ocorrer a agregação das partículas 
preliminarmente dispersas.
A desestabilização provocada pelo etanol ocorre porque","A: a polaridade da água no sistema coloidal é reduzida.; B: as cargas superficiais das partículas coloidais são 
diminuídas.; C: as camadas de solvatação de água nas partículas 
são diminuídas.; D: o processo de miscibilidade da água e do solvente 
libera calor para o meio.; E: a intensidade dos movimentos brownianos das 
partículas coloidais é reduzida."
57,"Dentre outras características, uma determinada 
vegetação apresenta folhas durante três a quatro meses 
ao ano, com limbo reduzido, mecanismo rápido de 
abertura e fechamento dos estômatos e caule suculento. 
Essas são algumas características adaptativas das 
plantas ao bioma onde se encontram.
Que fator ambiental é o responsável pela ocorrência 
dessas características adaptativas?",A: Escassez de nutrientes no solo.; B: Estratificação da vegetação.; C: Elevada insolação.; D: Baixo pH do solo.; E: Escassez de água.
58,"O avanço tecnológico da medicina propicia o 
desenvolvimento de tratamento para diversas doenças, 
como as relacionadas à visão. As correções que utilizam 
laser para o tratamento da miopia são consideradas 
seguras até 12 dioptrias, dependendo da espessura e 
curvatura da córnea. Para valores de dioptria superiores a 
esse, o implante de lentes intraoculares é mais indicado. 
Essas lentes, conhecidas como lentes fácicas (LF), são 
implantadas junto à córnea, antecedendo o cristalino (C), 
sem que esse precise ser removido, formando a imagem 
correta sobre a retina (R).
O comportamento de um feixe de luz incidindo no olho 
que possui um implante de lentes fácicas para correção 
do problema de visão apresentado é esquematizado por","A: Um feixe de luz paralelo atinge a lente fácia (LF) e é convergido antes de alcançar a córnea (C). Ao passar pela córnea, os raios de luz continuam convergindo e se encontram exatamente sobre a retina (R), onde a imagem se forma com nitidez.; B: Um feixe de luz paralelo atravessa a lente fácia (LF), sendo levemente convergido. Ao passar pela córnea (C), os raios convergem ainda mais e se cruzam antes de chegar à retina (R), formando o ponto de foco antes da retina.; C: O feixe de luz paralelo é desviado de forma divergente ao passar pela lente fácia (LF). Depois, ao atravessar a córnea (C), os raios convergem, mas continuam ligeiramente abertos ao chegarem à retina (R), ou seja, o foco se formaria depois da retina.; D: Os raios de luz paralelos são fortemente convergidos pela lente fácia (LF) e ainda mais pela córnea (C), cruzando-se bem antes da retina (R), indicando que o ponto focal está muito à frente da retina.; E: O feixe de luz permanece praticamente paralelo após passar pela lente fácia (LF) e também após atravessar a córnea (C), chegando à retina (R) ainda como feixe paralelo, sem convergência, ou seja, sem formação de imagem focada sobre a retina."
59,"O papel tem na celulose sua matéria-prima, e uma das etapas de sua produção é o branqueamento, que visa 
remover a lignina da celulose. Diferentes processos de branqueamento usam, por exemplo, cloro (Cl2), hipoclorito 
de sódio (NaClO), oxigênio (fórmula química do gás oxigênio), ozônio (O3) ou peróxido de hidrogênio (H2O2). Alguns processos de branqueamento 
levam à formação de compostos organoclorados. São apresentadas as estruturas de um fragmento da lignina e do 
tetracloroguaiacol, um dos organoclorados formados no processo de branqueamento.
CH O
CH O
CH O
Fragmento da Lignina
CHOH
CH
CH
CH
O
CHOH
CH
CH
CH
CH
CH
CH OH
CH OH
CH
CH OH
CH OH
OCH
OCH
OCH
OCH
OCH
2
2
3
O
O
O
O
O
OH
CI
CI
CI
CI
OCH
Tetracloroguaiacol
Os reagentes capazes de levar à formação de organoclorados no processo citado são",A: fórmula química do gás oxigênio e fórmula química do ozônio; B: fórmula química do gás cloro e fórmula química do gás oxigênio; C: fórmula química do peróxido de hidrogênio e fórmula química do gás cloro; D: fórmula química do hipoclorito de sódio e fórmula química do ozônio; E: fórmula química do hipoclorito de sódio e fórmula química do gás cloro.
60,"A remoção de petróleo derramado em ecossistemas 
marinhos é complexa e muitas vezes envolve a adição de 
mais sustâncias ao ambiente. Para facilitar o processo de 
recuperação dessas áreas, pesquisadores têm estudado 
a bioquímica de bactérias encontradas em locais sujeitos 
a esse tipo de impacto. Eles verificaram que algumas 
dessas espécies utilizam as moléculas de hidrocarbonetos 
como fonte energética, atuando como biorremediadores, 
removendo o óleo do ambiente.
Para serem eficientes no processo de biorremediação 
citado, as espécies escolhidas devem possuir","A: células flageladas, que capturem as partículas de 
óleo presentes na água.; B: altas taxas de mutação, para se adaptarem ao 
ambiente impactado pelo óleo.; C: enzimas, que catalisem reações de quebra das 
moléculas constituintes do óleo.; D: parede celular espessa, que impossibilite que as 
bactérias se contaminem com o óleo.; E: capacidade de fotossíntese, que possibilite a liberação 
de oxigênio para a renovação do ambiente poluído."
61,"Os calcários são materiais compostos por carbonato 
de cálcio, que podem atuar como sorventes do dióxido 
de enxofre, um importante poluente atmosférico. 
As reações envolvidas no processo são a ativação do 
calcário, por meio de calcinação, e a fixação do dióxido 
de enxofre com 
a formação de um sal de cálcio, como ilustrado pelas 
equações químicas simplificadas.
fórmula química do carbonato de cálcio → calor / 2, fórmula química do óxido de cálcio + fórmula química do dióxido de carbono
fórmula química do óxido de cálcio + fórmula química do dióxido de enxofre + 1/2 fórmula química do gás oxigênio → Sal de cálcio
Considerando-se as reações envolvidas nesse processo 
de dessulfurização, a fórmula química do sal de cálcio 
corresponde a",A: fórmula química do sulfito de cálcio; B: fórmula química do sulfato de cálcio; C: fórmula química do persulfato de cálcio; D: fórmula química do hipossulfito de cálcio; E: fórmula química do pirossulfato de cálcio
62,"Uma enzima foi retirada de um dos órgãos do sistema 
digestório de um cachorro e, após ser purificada, foi 
diluída em solução fisiológica e distribuída em três tubos 
de ensaio com os seguintes conteúdos:
•	 Tubo 1: carne
•	 Tubo 2: macarrão
•	 Tubo 3: banha
Em todos os tubos foi adicionado ácido clorídrico, 
e o pH da solução baixou para um valor próximo a 2. Além 
disso, os tubos foram mantidos por duas horas a uma 
temperatura de 37 °C. A digestão do alimento ocorreu 
somente no tubo 1.
De qual órgão do cachorro a enzima foi retirada?",A: Fígado.; B: Pâncreas.; C: Estômago.; D: Vesícula biliar.; E: Intestino delgado.
63,"Observações astronômicas indicam que no centro 
de nossa galáxia, a Via Láctea, provavelmente exista um 
buraco negro cuja massa é igual a milhares de vezes a 
massa do Sol. Uma técnica simples para estimar a massa 
desse buraco negro consiste em observar algum objeto 
que orbite ao seu redor e medir o período de uma rotação 
completa, T, bem como o raio médio, R, da órbita do objeto, 
que supostamente se desloca, com boa aproximação, em 
movimento circular uniforme. Nessa situação, considere 
que a força resultante, devido ao movimento circular, é 
igual, em magnitude, à força gravitacional que o buraco 
negro exerce sobre o objeto.
A partir do conhecimento do período de rotação, da 
distância média e da constante gravitacional, G, a massa 
do buraco negro é","A: Quatro pi ao quadrado R ao cubo sobre G T ao quadrado; B: Pi ao quadrado R ao cubo sobre dois G T ao quadrado; C: Dois pi ao quadrado R ao cubo sobre G T ao quadrado; D: Quatro pi ao quadrado R ao cubo sobre G T ao quadrado; E: Pi ao quadrado R ao cubo sobre G T ao quadrado"
64,"As superbactérias respondem por um número crescente de infecções e mortes em todo o mundo. O termo 
superbactérias é atribuído às bactérias que apresentam resistência a praticamente todos os antibióticos. Dessa forma, 
no organismo de um paciente, a população de uma espécie bacteriana patogênica pode ser constituída principalmente 
por bactérias sensíveis a antibióticos usuais e por um número reduzido de superbactérias que, por mutação ou 
intercâmbio de material genético, tornaram-se resistentes aos antibióticos existentes.
FERREIRA, F. A.; CRUZ, R. S.; FIGUEIREDO, A. M. S. Superbactérias: o problema mundial da resistência a antibióticos. Ciência Hoje, n. 287, nov. 2011 (adaptado).
Qual figura representa o comportamento populacional das bactérias ao longo de uma semana de tratamento 
com um antibiótico comum?","A: A curva I (sensíveis) começa alta no dia 1 e diminui rapidamente ao longo dos dias, ficando quase zero no final do tratamento.A curva II (resistentes) começa baixa e sobe continuamente, ultrapassando a curva I em densidade a partir do quarto dia de tratamento.; B:A curva I (sensíveis) começa alta e diminui gradualmente até quase zero no dia 7.
A curva II (resistentes) começa baixa e aumenta continuamente, cruzando a curva I por volta do terceiro dia de tratamento.; C: A curva I (sensíveis) começa alta e diminui continuamente, mantendo-se acima da curva II ao longo de toda a semana.
A curva II (resistentes) permanece baixa, aumentando levemente, mas sem ultrapassar a curva I em nenhum momento.; D: A curva I (sensíveis) começa alta e diminui fortemente ao longo dos dias, aproximando-se de zero no final da semana.
A curva II (resistentes) se mantém constante e baixa durante toda a semana, sem mudanças significativas.; E: A curva I (sensíveis) se mantém constante e baixa durante toda a semana, sem mudanças.
A curva II (resistentes) começa baixa e sobe continuamente ao longo dos dias, ultrapassando visivelmente a curva I."
65,"Em altos-fornos siderúrgicos, as temperaturas acima 
de 600 °C são mensuradas por meio de pirômetros óticos. 
Esses dispositivos apresentam a vantagem de medir a 
temperatura de um objeto aquecido sem necessidade 
de contato. Dentro de um pirômetro ótico, um filamento 
metálico é aquecido pela passagem de corrente elétrica 
até que sua cor seja a mesma que a do objeto aquecido 
em observação. Nessa condição, a temperatura 
conhecida do filamento é idêntica à do objeto aquecido 
em observação.
Disponível em: www.if.usp.br. Acesso em: 4 ago. 2012 (adaptado).
A propriedade da radiação eletromagnética avaliada 
nesse processo é a",A: amplitude.; B: coerência.; C: frequência.; D: intensidade.; E: velocidade.
66,"A 
fenilcetonúria 
é 
uma 
doença 
hereditária 
autossômica recessiva, associada à mutação do 
gene PAH, que limita a metabolização do aminoácido 
fenilalanina. Por isso, é obrigatório, por lei, que 
as embalagens de alimentos, como refrigerantes 
dietéticos, informem a presença de fenilalanina em sua 
composição. Uma mulher portadora de mutação para 
o gene PAH tem três filhos normais, com um homem 
normal, cujo pai sofria de fenilcetonúria, devido à 
mesma mutação no gene PAH encontrada em um dos 
alelos da mulher.
Qual a probabilidade de a quarta criança gerada por 
esses pais apresentar fenilcetonúria?","A: zero por cento; B: doze vírgula cinco por cento; C: vinte e cinco por cento; D: cinquenta por cento; E: setenta e cinco por cento"
67,"Num sistema de freio convencional, as rodas do 
carro travam e os pneus derrapam no solo, caso a força 
exercida sobre o pedal seja muito intensa. O sistema 
ABS evita o travamento das rodas, mantendo a força de 
atrito no seu valor estático máximo, sem derrapagem. 
O coeficiente de atrito estático da borracha em contato 
com o concreto vale µe = 1,0 e o coeficiente de atrito 
cinético para o mesmo par de materiais é µc = 0,75. Dois 
carros, com velocidades iniciais iguais a 108 km/h, iniciam 
a frenagem numa estrada perfeitamente horizontal de 
concreto no mesmo ponto. O carro 1 tem sistema ABS e 
utiliza a força de atrito estática máxima para a frenagem; 
já o carro 2 trava as rodas, de maneira que a força de 
atrito efetiva é a cinética. Considere g = 10 m/s2.
As distâncias, medidas a partir do ponto em que iniciam 
a frenagem, que os carros 1 (d1) e 2 (d2) percorrem até 
parar são, respectivamente,","A: d₁ = quarenta e cinco metros e d₂ = sessenta metros; B: d₁ = sessenta metros e d₂ = quarenta e cinco metros; C: d₁ = noventa metros e d₂ = cento e vinte metros; D: d₁ = cinco vírgula oito vezes dez elevado a sete metros e d₂ = sete vírgula oito vezes dez elevado a sete metros; E: d₁ = sete vírgula oito vezes dez elevado a sete metros e d₂ = cinco vírgula oito vezes dez elevado a sete metros"
68,"Cinco indústrias de ramos diferentes foram instaladas 
ao longo do curso de um rio. O descarte dos efluentes 
dessas indústrias acarreta impacto na qualidade de suas 
águas. O pH foi determinado em diferentes pontos desse 
rio, a 25 °C, e os resultados são apresentados no quadro.
Pontos de coleta
Valor do pH
Antes da primeira indústria
5,5
Entre a primeira e a segunda indústria
5,5
Entre a segunda e a terceira indústria
7,5
Entre a terceira e a quarta indústria
7,0
Entre a quarta e a quinta indústria
7,0
Após a quinta indústria
6,5
A indústria que descarta um efluente com características 
básicas é a",A: primeira.; B: segunda.; C: terceira.; D: quarta.; E: quinta.
69,"O poli(ácido lático) ou PLA é um material de interesse tecnológico por ser um polímero biodegradável e bioabsorvível. 
O ácido lático, um metabólito comum no organismo humano, é a matéria-prima para produção do PLA, de acordo com 
a equação química simplificada:
fórmula química do Ácido d/l-lático
polimerização
fórmula química do 
Que tipo de polímero de condensação é formado nessa reação?",A: Poliéster.; B: Polivinila.; C: Poliamida.; D: Poliuretana.; E: Policarbonato.
70,"O alumínio é um metal bastante versátil, pois, a partir dele, podem-se confeccionar materiais amplamente utilizados 
pela sociedade. A obtenção do alumínio ocorre a partir da bauxita, que é purificada e dissolvida em criolita fundida 
(Na3AlF6) e eletrolisada a cerca de 1 000 °C. Há liberação do gás dióxido de carbono (fórmula química do gás carbônico), formado a partir da reação 
de um dos produtos da eletrólise com o material presente nos eletrodos. O ânodo é formado por barras de grafita 
submergidas na mistura fundida. O cátodo é uma caixa de ferro coberta de grafita. A reação global do processo é:
fórmula química do óxido de alumínio (l) + 3 do elemento da fórmula química do carbono (s) → 4 do elemento da fórmula química do alumínio (l) + 3 fórmula química do gás carbônico (g)
Na etapa de obtenção do alumínio líquido, as reações que ocorrem no cátodo e ânodo são:","A: cátodo: fórmula química do alumínio três mais, mais três elétrons, formando fórmula química do alumínio. ânodo: duas íon óxido dois menos, formando fórmula química do gás oxigênio mais quatro elétrons. Fórmula química do Carbono mais fórmula química do gás oxigênio, formando fórmula química de gás carbônico.; B: cátodo: dois íon óxido dois menos, formando fórmula química de gás oxigênio mais quatro elétrons. fórmula química de carbono mais fórmula química de gás oxigênio, formando fórmula química de gás carbônico. Ânodo: fórmula química de íon alumínio três mais, mais três elétrons, formando fórmula química de alumínio metálico.; C: cátodo: fórmula química de íon alumínio três mais, mais três elétrons, formando fórmula química de alumínio metálico. Ânodo: fórmula química de dois íon óxido dois menos, formando fórmula química de gás oxigênio mais quatro elétrons. fórmula química de carbono mais fórmula química de gás oxigênio, formando fórmula química de gás carbônico.; D: cátodo: fórmula química íon alumínio três mais, mais três elétrons, formando fórmula química alumínio. Ânodo: fórmula química carbono mais fórmula química gás oxigênio, formando fórmula química de gás carbônico. fórmula química dois íon óxido dois menos, formando fórmula química gás oxigênio mais quatro elétrons.; E: cátodo: fórmula química de dois íon óxido dois menos, formando fórmula química de gás oxigênio mais quatro elétrons. Ânodo: fórmula química de íon alumínio três mais, mais três elétrons, formando fórmula química de alumínio. fórmula química de carbono mais gás fórmula química de oxigênio, formando fórmula química de gás carbônico."
71,"O quadro apresenta a composição do petróleo.
Fração
Faixa de tamanho 
das moléculas
Faixa de ponto de 
ebulição (graus celsius)
Usos
Gás
C1 a C5
−160 a 30
combustíveis gasosos
Gasolina
C5 a C12
30 a 200
combustível de motor
Querosene
C12 a C18
180 a 400
diesel e combustível de alto-forno
Lubrificantes
maior que C16
maior que 350
lubrificantes
Parafinas
maior que C20
sólidos de baixa fusão
velas e fósforos
Asfalto
maior que C30
resíduos pastosos
pavimentação
Para a separação dos constituintes com o objetivo de produzir a gasolina, o método a ser utilizado é a",A: filtração.; B: destilação.; C: decantação.; D: precipitação.; E: centrifugação.
72,"Um gel vaginal poderá ser um recurso para as mulheres na prevenção contra a aids. Esse produto tem como 
princípio ativo um composto que inibe a transcriptase reversa viral.
Essa ação inibidora é importante, pois a referida enzima","A: corta a dupla hélice do DNA, produzindo um molde para o RNA viral.; B: produz moléculas de DNA viral que vão infectar células sadias.; C: polimeriza molécula de DNA, tendo como molde o RNA viral.; D: promove a entrada do vírus da aids nos linfócitos T.; E: sintetiza os nucleotídeos que compõem o DNA viral."
73,"O Nylon® é um polímero (uma poliamida) obtido pela reação do ácido adípico com a hexametilenodiamina, como 
indicado no esquema reacional.
ácido hexanodioico
(ácido adípico)
1,6-diamino-hexano
(hexametilenodiamina)
Nylon 6,6
fórmula química da água
Na época da invenção desse composto, foi proposta uma nomenclatura comercial, baseada no número de átomos 
de carbono do diácido carboxílico, seguido do número de carbonos da diamina.
De acordo com as informações do texto, o nome comercial de uma poliamida resultante da reação do ácido butanodioico 
com o 1,2-diamino-etano é","A: Nylon 4,3.; B: Nylon 6,2.; C: Nylon 3,4.; D: Nylon 4,2.; E: Nylon 2,6."
74,"O vinagre vem sendo usado desde a Antiguidade 
como conservante de alimentos, bem como agente de 
limpeza e condimento. Um dos principais componentes 
do vinagre é o ácido acético (massa molar  60 g/mol), cuja 
faixa de concentração deve se situar entre 4% a 6% (m/v). 
Em um teste de controle de qualidade foram analisadas 
cinco marcas de diferentes vinagres, e as concentrações 
de ácido acético, em mol/L, se encontram no quadro.
Amostra
Concentração de ácido acético (mol/L)
0,007
0,070
0,150
0,400
0,700
A amostra de vinagre que se encontra dentro do limite de 
concentração tolerado é a",A: um.; B: dois.; C: três.; D: quatro.; E: cinco.
75,"Os parasitoides são insetos diminutos, que têm 
hábitos bastante peculiares: suas larvas se desenvolvem 
dentro do corpo de outros animais. Em geral, cada 
parasitoide ataca hospedeiros de determinada espécie 
e, por isso, esses organismos vêm sendo amplamente 
usados para o controle biológico de pragas agrícolas.
O uso desses insetos na agricultura traz benefícios 
ambientais, pois diminui o(a)",A: tempo de produção agrícola.; B: diversidade de insetos-praga.; C: aplicação de inseticidas tóxicos.; D: emprego de fertilizantes agrícolas.; E: necessidade de combate a ervas daninhas.
76,"A figura representa uma embalagem cartonada e 
sua constituição em multicamadas. De acordo com as 
orientações do fabricante, essas embalagens não devem 
ser utilizadas em fornos micro-ondas.
polietileno.....
alumínio......
polietileno...
papel...........
polietileno....
A restrição citada deve-se ao fato de a","A: embalagem aberta se expandir pela pressão do vapor 
formado em seu interior.; B: camada de polietileno se danificar, colocando o 
alumínio em contato com o alimento.; C: fina camada de alumínio blindar a radiação, não 
permitindo que o alimento se aqueça.; D: absorção de radiação pelo papel, que se aquece e 
pode levar à queima da camada de polietileno.; E: geração de centelhas na camada de alumínio, 
que pode levar à queima da camada de papel e de 
polietileno."
77,"No manual de uma torneira elétrica são fornecidas 
instruções básicas de instalação para que o produto 
funcione corretamente:
•	
Se a torneira for conectada à caixa-d’água 
domiciliar, a pressão da água na entrada da 
torneira deve ser no mínimo 18 kilo pascal e no máximo 
38 kilo pascal.
•	
Para pressões da água entre 38 kilo pascal e 75 kilo pascal 
ou água proveniente diretamente da rede pública, 
é necessário utilizar o redutor de pressão que 
acompanha o produto.
•	
Essa torneira elétrica pode ser instalada em um 
prédio ou em uma casa. 
Considere a massa específica da água 1 000 quilograma/metro cúbico e a 
aceleração da gravidade 10 metro por segundo ao quadrado.
Caixa-d’água
Altura h
Torneira elétrica
Para que a torneira funcione corretamente, sem o uso 
do redutor de pressão, quais deverão ser a mínima e a 
máxima altura entre a torneira e a caixa-d’água?","A: um vírgula oito metros e três vírgula oito metros; B: um vírgula oito metros e sete vírgula cinco metros; C: três vírgula oito metros e sete vírgula cinco metros; D: dezoito metros e trinta e oito metros; E: dezoito metros e setenta e cinco metros"
78,"De acordo com estatísticas do Ministério da 
Saúde, cerca de 5% das pessoas com dengue 
hemorrágica morrem. A dengue hemorrágica tem como 
base fisiopatológica uma resposta imune anômala, 
causando aumento da permeabilidade de vasos 
sanguíneos, queda da pressão arterial e manifestações 
hemorrágicas, podendo ocorrer manchas vermelhas 
na pele e sangramento pelo nariz, boca e gengivas. 
O hemograma do paciente pode apresentar como 
resultado leucopenia (diminuição do número de glóbulos 
brancos), linfocitose (aumento do número de linfócitos), 
aumento do hematócrito e trombocitopenia (contagem de 
plaquetas abaixo de 100 000/mm3).
Relacionando os sintomas apresentados pelo paciente 
com dengue hemorrágica e os possíveis achados do 
hemograma, constata-se que","A: as manifestações febris ocorrem em função da 
diminuição dos glóbulos brancos, uma vez que estes 
controlam a temperatura do corpo.; B: a queda na pressão arterial é ocasionada pelo 
aumento do número de linfócitos, que têm como 
função principal a produção de anticorpos.; C: o sangramento pelo nariz, pela boca e gengiva é 
ocasionado pela quantidade reduzida de plaquetas, 
que são responsáveis pelo transporte de oxigênio.; D: as manifestações hemorrágicas estão associadas 
à trombocitopenia, uma vez que as plaquetas estão 
envolvidas na cascata de coagulação sanguínea.; E: os sangramentos observados ocorrem em função 
da linfocitose, uma vez que os linfócitos são 
responsáveis pela manutenção da integridade dos 
vasos sanguíneos."
